[2025-06-04 16:26:41,798][INFO] step 0: train loss 4.6814, val loss 4.6877
[2025-06-04 16:26:41,807][INFO] Checkpoint saved to out/simple_graph_3_1_120_100/0_ckpt_20.pt
[2025-06-04 16:26:42,026][INFO] Iteration 0: Teacher Forcing Accuracy = 0.7539, Autoregressive Accuracy = 0.0031
[2025-06-04 16:26:42,059][INFO] iter 0: loss 4.6831
[2025-06-04 16:26:42,091][INFO] iter 1: loss 4.6798
[2025-06-04 16:26:42,122][INFO] iter 2: loss 4.6813
[2025-06-04 16:26:42,153][INFO] iter 3: loss 4.6799
[2025-06-04 16:26:42,185][INFO] iter 4: loss 4.6712
[2025-06-04 16:26:42,216][INFO] iter 5: loss 4.6731
[2025-06-04 16:26:42,247][INFO] iter 6: loss 4.6643
[2025-06-04 16:26:42,278][INFO] iter 7: loss 4.6647
[2025-06-04 16:26:42,309][INFO] iter 8: loss 4.6570
[2025-06-04 16:26:42,341][INFO] iter 9: loss 4.6494
[2025-06-04 16:26:42,372][INFO] iter 10: loss 4.6426
[2025-06-04 16:26:42,447][INFO] iter 11: loss 4.6295
[2025-06-04 16:26:42,479][INFO] iter 12: loss 4.6166
[2025-06-04 16:26:42,510][INFO] iter 13: loss 4.6134
[2025-06-04 16:26:42,541][INFO] iter 14: loss 4.6002
[2025-06-04 16:26:42,572][INFO] iter 15: loss 4.5889
[2025-06-04 16:26:42,604][INFO] iter 16: loss 4.5731
[2025-06-04 16:26:42,635][INFO] iter 17: loss 4.5630
[2025-06-04 16:26:42,666][INFO] iter 18: loss 4.5510
[2025-06-04 16:26:42,697][INFO] iter 19: loss 4.5329
[2025-06-04 16:26:42,729][INFO] iter 20: loss 4.5235
[2025-06-04 16:26:42,760][INFO] iter 21: loss 4.5028
[2025-06-04 16:26:42,791][INFO] iter 22: loss 4.4911
[2025-06-04 16:26:42,822][INFO] iter 23: loss 4.4713
[2025-06-04 16:26:42,854][INFO] iter 24: loss 4.4573
[2025-06-04 16:26:42,885][INFO] iter 25: loss 4.4381
[2025-06-04 16:26:42,916][INFO] iter 26: loss 4.4264
[2025-06-04 16:26:42,947][INFO] iter 27: loss 4.4174
[2025-06-04 16:26:42,978][INFO] iter 28: loss 4.3934
[2025-06-04 16:26:43,012][INFO] iter 29: loss 4.3782
[2025-06-04 16:26:43,043][INFO] iter 30: loss 4.3672
[2025-06-04 16:26:43,075][INFO] iter 31: loss 4.3542
[2025-06-04 16:26:43,107][INFO] iter 32: loss 4.3365
[2025-06-04 16:26:43,138][INFO] iter 33: loss 4.3270
[2025-06-04 16:26:43,169][INFO] iter 34: loss 4.3146
[2025-06-04 16:26:43,200][INFO] iter 35: loss 4.2988
[2025-06-04 16:26:43,231][INFO] iter 36: loss 4.2860
[2025-06-04 16:26:43,262][INFO] iter 37: loss 4.2742
[2025-06-04 16:26:43,294][INFO] iter 38: loss 4.2600
[2025-06-04 16:26:43,325][INFO] iter 39: loss 4.2451
[2025-06-04 16:26:43,356][INFO] iter 40: loss 4.2361
[2025-06-04 16:26:43,387][INFO] iter 41: loss 4.2283
[2025-06-04 16:26:43,419][INFO] iter 42: loss 4.2054
[2025-06-04 16:26:43,450][INFO] iter 43: loss 4.1946
[2025-06-04 16:26:43,481][INFO] iter 44: loss 4.1867
[2025-06-04 16:26:43,548][INFO] iter 45: loss 4.1701
[2025-06-04 16:26:43,580][INFO] iter 46: loss 4.1618
[2025-06-04 16:26:43,611][INFO] iter 47: loss 4.1498
[2025-06-04 16:26:43,642][INFO] iter 48: loss 4.1439
[2025-06-04 16:26:43,674][INFO] iter 49: loss 4.1291
[2025-06-04 16:26:43,705][INFO] iter 50: loss 4.1225
[2025-06-04 16:26:43,736][INFO] iter 51: loss 4.1102
[2025-06-04 16:26:43,767][INFO] iter 52: loss 4.0940
[2025-06-04 16:26:43,799][INFO] iter 53: loss 4.0786
[2025-06-04 16:26:43,830][INFO] iter 54: loss 4.0679
[2025-06-04 16:26:43,861][INFO] iter 55: loss 4.0510
[2025-06-04 16:26:43,892][INFO] iter 56: loss 4.0432
[2025-06-04 16:26:43,923][INFO] iter 57: loss 4.0269
[2025-06-04 16:26:43,955][INFO] iter 58: loss 4.0146
[2025-06-04 16:26:43,986][INFO] iter 59: loss 4.0118
[2025-06-04 16:26:44,017][INFO] iter 60: loss 3.9919
[2025-06-04 16:26:44,048][INFO] iter 61: loss 3.9855
[2025-06-04 16:26:44,079][INFO] iter 62: loss 3.9655
[2025-06-04 16:26:44,111][INFO] iter 63: loss 3.9515
[2025-06-04 16:26:44,142][INFO] iter 64: loss 3.9364
[2025-06-04 16:26:44,173][INFO] iter 65: loss 3.9310
[2025-06-04 16:26:44,204][INFO] iter 66: loss 3.9231
[2025-06-04 16:26:44,235][INFO] iter 67: loss 3.9051
[2025-06-04 16:26:44,266][INFO] iter 68: loss 3.8976
[2025-06-04 16:26:44,298][INFO] iter 69: loss 3.8776
[2025-06-04 16:26:44,329][INFO] iter 70: loss 3.8602
