[2025-06-05 17:52:40,387][INFO] step 0: train loss 4.6517, val loss 4.6583
[2025-06-05 17:52:40,392][INFO] Checkpoint saved to out/simple_graph_1_1_120_100/0_ckpt_20.pt
[2025-06-05 17:52:41,016][INFO] Iteration 0: Teacher Forcing Accuracy = 0.7539, Autoregressive (Lenient) Accuracy = 0.0000
[2025-06-05 17:52:41,016][INFO]     Error counts - wrong syntax: 175, incorrect start/end: 9825, non-existence path: 0
[2025-06-05 17:52:41,043][INFO] iter 0: loss 4.6512
[2025-06-05 17:52:41,068][INFO] iter 1: loss 4.6521
[2025-06-05 17:52:41,093][INFO] iter 2: loss 4.6570
[2025-06-05 17:52:41,118][INFO] iter 3: loss 4.6539
[2025-06-05 17:52:41,142][INFO] iter 4: loss 4.6504
[2025-06-05 17:52:41,167][INFO] iter 5: loss 4.6588
[2025-06-05 17:52:41,190][INFO] iter 6: loss 4.6507
[2025-06-05 17:52:41,214][INFO] iter 7: loss 4.6459
[2025-06-05 17:52:41,237][INFO] iter 8: loss 4.6469
[2025-06-05 17:52:41,260][INFO] iter 9: loss 4.6490
[2025-06-05 17:52:41,284][INFO] iter 10: loss 4.6467
[2025-06-05 17:52:41,308][INFO] iter 11: loss 4.6471
[2025-06-05 17:52:41,332][INFO] iter 12: loss 4.6452
[2025-06-05 17:52:41,355][INFO] iter 13: loss 4.6409
[2025-06-05 17:52:41,378][INFO] iter 14: loss 4.6436
[2025-06-05 17:52:41,402][INFO] iter 15: loss 4.6414
[2025-06-05 17:52:41,427][INFO] iter 16: loss 4.6432
[2025-06-05 17:52:41,454][INFO] iter 17: loss 4.6425
[2025-06-05 17:52:41,483][INFO] iter 18: loss 4.6356
[2025-06-05 17:52:41,510][INFO] iter 19: loss 4.6359
[2025-06-05 17:52:41,536][INFO] iter 20: loss 4.6390
[2025-06-05 17:52:41,564][INFO] iter 21: loss 4.6333
[2025-06-05 17:52:41,589][INFO] iter 22: loss 4.6307
[2025-06-05 17:52:41,614][INFO] iter 23: loss 4.6289
[2025-06-05 17:52:41,640][INFO] iter 24: loss 4.6250
[2025-06-05 17:52:41,666][INFO] iter 25: loss 4.6237
[2025-06-05 17:52:41,691][INFO] iter 26: loss 4.6191
[2025-06-05 17:52:41,717][INFO] iter 27: loss 4.6195
[2025-06-05 17:52:41,743][INFO] iter 28: loss 4.6199
[2025-06-05 17:52:41,767][INFO] iter 29: loss 4.6218
[2025-06-05 17:52:41,792][INFO] iter 30: loss 4.6148
[2025-06-05 17:52:41,879][INFO] iter 31: loss 4.6131
[2025-06-05 17:52:41,904][INFO] iter 32: loss 4.6132
[2025-06-05 17:52:41,928][INFO] iter 33: loss 4.6081
